"Name","Team","lineupSlot","points","GP","passingCompletions","passingYards","passingTouchdowns","passingInterceptions","rushingAttempts","rushingYards","rushingTouchdowns","fumbles","receivingTargets","receivingReceptions","receivingYards","receivingTouchdowns"
"Brandon Bolden","LV","RB","8.5","8.5","1","0","0","0","0","2","25","1","0","0","0","0","0"
"Antonio Gibson","WAS","RB","8.5","8.5","1","0","0","0","0","4","15","0","0","5","5","20","0"
"Kevin Harris","NE","RB","8.5","8.5","1","0","0","0","0","4","25","1","0","0","0","0","0"
"Adam Thielen","CAR","WR","8.3","8.3","1","0","0","0","0","0","0","0","0","7","4","43","0"
"Alex Erickson","LAC","WR","8.3","8.3","1","0","0","0","0","0","0","0","0","2","1","13","1"
"Sam Howell","WAS","QB","8.3","8.3","1","11","102","1","1","3","22","0","0","0","0","0","0"
"Jonnu Smith","ATL","TE","8.1","8.1","1","0","0","0","0","0","0","0","0","2","2","61","0"
"Chase Brown","CIN","RB","8.1","8.1","1","0","0","0","0","7","23","0","0","3","3","28","0"
"Darren Waller","NYG","TE","8","8","1","0","0","0","0","0","0","0","0","6","4","40","0"
"Desmond Ridder","ATL","QB","7.9","7.9","1","12","152","1","1","5","-2","0","0","0","0","0","0"
"Austin Ekeler","LAC","RB","7.8","7.8","1","0","0","0","0","5","9","0","0","6","4","29","0"
"Travis Kelce","KC","TE","7.8","7.8","1","0","0","0","0","0","0","0","0","7","5","28","0"
"Keith Kirkwood","NO","WR","7.7","7.7","1","0","0","0","0","0","0","0","0","1","1","7","1"
"Tony Pollard","DAL","RB","7.7","7.7","1","0","0","0","0","11","52","0","0","3","2","5","0"
"George Pickens","PIT","WR","7.7","7.7","1","0","0","0","0","0","0","0","0","7","3","47","0"
"Tyler Scott","CHI","WR","7.6","7.6","1","0","0","0","0","1","-3","0","0","4","3","49","0"
"Tyler Higbee","LAR","TE","7.6","7.6","1","0","0","0","0","0","0","0","0","5","4","36","0"
"Bryce Young","CAR","QB","7.6","7.6","1","18","167","0","0","4","9","0","0","0","0","0","0"
"George Kittle","SF","TE","7.4","7.4","1","0","0","0","0","0","0","0","0","4","2","54","0"
"Tyler Boyd","CIN","WR","7.3","7.3","1","0","0","0","0","0","0","0","0","5","2","53","0"
"Durham Smythe","MIA","TE","7.2","7.2","1","0","0","0","0","0","0","0","0","4","4","32","0"
"Jonathan Mingo","CAR","WR","7.2","7.2","1","0","0","0","0","0","0","0","0","5","4","32","0"
"Ko Kieft","TB","TE","7.2","7.2","1","0","0","0","0","0","0","0","0","1","1","2","1"
"Latavius Murray","BUF","RB","7.1","7.1","1","0","0","0","0","5","11","1","0","0","0","0","0"
"Dallas Goedert","PHI","TE","7.1","7.1","1","0","0","0","0","1","1","0","0","9","4","30","0"
"Jerome Ford","CLE","RB","7.1","7.1","1","0","0","0","0","8","20","0","0","5","4","11","0"
"Cordarrelle Patterson","ATL","RB","7","7","1","0","0","0","0","5","-2","0","0","3","1","2","1"
"Chris Moore","TEN","WR","6.9","6.9","1","0","0","0","0","0","0","0","0","4","3","39","0"
"Rashod Bateman","BAL","WR","6.9","6.9","1","0","0","0","0","0","0","0","0","6","3","39","0"
"Ty Johnson","BUF","RB","6.8","6.8","1","0","0","0","0","9","54","0","0","1","1","4","0"
"Evan Engram","JAX","TE","6.8","6.8","1","0","0","0","0","0","0","0","0","6","4","28","0"
"Marquise Goodwin","CLE","WR","6.7","6.7","1","0","0","0","0","0","0","0","0","1","1","57","0"
"Brandon Aiyuk","SF","WR","6.7","6.7","1","0","0","0","0","0","0","0","0","5","3","37","0"
"Kyle Pitts","ATL","TE","6.7","6.7","1","0","0","0","0","0","0","0","0","4","3","37","0"
"Michael Carter","ARI","RB","6.7","6.7","1","0","0","0","0","3","27","0","0","3","3","10","0"
"Chigoziem Okonkwo","TEN","TE","6.6","6.6","1","0","0","0","0","0","0","0","0","3","3","36","0"
"Rashid Shaheed","NO","WR","6.6","6.6","1","0","0","0","0","0","0","0","0","4","3","36","0"
"Ameer Abdullah","LV","RB","6.5","6.5","1","0","0","0","0","6","32","0","0","2","2","13","0"
"Wan'Dale Robinson","NYG","WR","6.5","6.5","1","0","0","0","0","0","0","0","0","4","4","25","0"
"Cade Otton","TB","TE","6.4","6.4","1","0","0","0","0","0","0","0","0","2","2","44","0"
"Demario Douglas","NE","WR","6.3","6.3","1","0","0","0","0","0","0","0","0","5","3","33","0"
"Josh Reynolds","DET","WR","6.1","6.1","1","0","0","0","0","0","0","0","0","3","2","41","0"
"Lynn Bowden Jr.","NO","WR","6.1","6.1","1","0","0","0","0","0","0","0","0","5","3","31","0"
"Tyler Allgeier","ATL","RB","6.1","6.1","1","0","0","0","0","14","45","0","0","1","1","6","0"
"Dak Prescott","DAL","QB","6.1","6.1","1","21","134","0","1","4","27","0","0","0","0","0","0"
"Robert Woods","HOU","WR","6","6","1","0","0","0","0","0","0","0","0","5","3","30","0"
"Romeo Doubs","GB","WR","6","6","1","0","0","0","0","0","0","0","0","3","3","30","0"
"Garrett Wilson","NYJ","WR","5.9","5.9","1","0","0","0","0","0","0","0","0","4","3","29","0"
"Malik Heath","GB","WR","5.9","5.9","1","0","0","0","0","0","0","0","0","3","3","29","0"
"Samaje Perine","DEN","RB","5.8","5.8","1","0","0","0","0","6","37","0","0","1","1","11","0"
"Tyler Conklin","NYJ","TE","5.8","5.8","1","0","0","0","0","0","0","0","0","7","4","18","0"
"Noah Gray","KC","TE","5.7","5.7","1","0","0","0","0","0","0","0","0","2","2","37","0"
"Saquon Barkley","NYG","RB","5.7","5.7","1","0","0","0","0","9","14","0","0","2","2","23","0"
"A.T. Perry","NO","WR","5.4","5.4","1","0","0","0","0","0","0","0","0","2","2","34","0"
"Tommy Tremble","CAR","TE","5.2","5.2","1","0","0","0","0","0","0","0","0","2","2","32","0"
"Parker Washington","JAX","WR","5.2","5.2","1","0","0","0","0","0","0","0","0","6","4","12","0"
"Ihmir Smith-Marsette","CAR","WR","5.2","5.2","1","0","0","0","0","4","31","0","0","2","2","1","0"
"Tyler Lockett","SEA","WR","5.1","5.1","1","0","0","0","0","0","0","0","0","9","3","21","0"
"Allen Lazard","NYJ","WR","5.1","5.1","1","0","0","0","0","0","0","0","0","6","3","21","0"
"Derrick Henry","TEN","RB","5","5","1","0","0","0","0","16","9","0","0","4","4","1","0"
"Isaiah Spiller","LAC","RB","5","5","1","0","0","0","0","16","50","0","0","0","0","0","0"
"Allen Robinson II","PIT","WR","4.9","4.9","1","0","0","0","0","0","0","0","0","3","3","19","0"
"Josh Downs","IND","WR","4.9","4.9","1","0","0","0","0","0","0","0","0","3","3","19","0"
"Xavier Gipson","NYJ","WR","4.9","4.9","1","0","0","0","0","0","0","0","0","6","2","29","0"
"Tyjae Spears","TEN","RB","4.7","4.7","1","0","0","0","0","9","30","0","0","1","1","7","0"
"Kyle Juszczyk","SF","RB","4.6","4.6","1","0","0","0","0","0","0","0","0","2","2","26","0"
"Noah Fant","SEA","TE","4.6","4.6","1","0","0","0","0","0","0","0","0","5","3","16","0"
"Pat Freiermuth","PIT","TE","4.6","4.6","1","0","0","0","0","0","0","0","0","4","3","16","0"
"Jauan Jennings","SF","WR","4.5","4.5","1","0","0","0","0","0","0","0","0","2","2","25","0"
"Stone Smartt","LAC","TE","4.5","4.5","1","0","0","0","0","0","0","0","0","3","3","15","0"
"Drake London","ATL","WR","4.4","4.4","1","0","0","0","0","0","0","0","0","3","2","24","0"
"Foster Moreau","NO","TE","4.3","4.3","1","0","0","0","0","0","0","0","0","5","3","13","0"
"Nick Westbrook-Ikhine","TEN","WR","4.3","4.3","1","0","0","0","0","0","0","0","0","2","1","33","0"
"DeAndre Hopkins","TEN","WR","4.1","4.1","1","0","0","0","0","0","0","0","0","9","2","21","0"
"Matt Breida","NYG","RB","4.1","4.1","1","0","0","0","0","3","10","0","0","3","2","11","0"
"Justin Watson","KC","WR","4.1","4.1","1","0","0","0","0","0","0","0","0","3","1","31","0"
"Greg Dortch","ARI","WR","4","4","1","0","0","0","0","1","5","0","0","3","2","15","0"
"Mitchell Wilcox","CIN","TE","4","4","1","0","0","0","0","0","0","0","0","2","2","20","0"
"Javonte Williams","DEN","RB","4","4","1","0","0","0","0","12","27","0","0","2","2","-7","0"
"Jalen Guyton","LAC","WR","3.9","3.9","1","0","0","0","0","0","0","0","0","2","2","19","0"
"Israel Abanikanda","NYJ","RB","3.9","3.9","1","0","0","0","0","4","8","0","0","2","2","11","0"
"Jaleel McLaughlin","DEN","RB","3.8","3.8","1","0","0","0","0","2","2","0","0","3","2","16","0"
"Irv Smith Jr.","CIN","TE","3.8","3.8","1","0","0","0","0","0","0","0","0","3","2","18","0"
"Luke Farrell","JAX","TE","3.8","3.8","1","0","0","0","0","0","0","0","0","1","1","28","0"
"Elijah Moore","CLE","WR","3.7","3.7","1","0","0","0","0","0","0","0","0","3","2","17","0"
"Geoff Swaim","ARI","TE","3.6","3.6","1","0","0","0","0","0","0","0","0","1","1","26","0"
"Jamaal Williams","NO","RB","3.6","3.6","1","0","0","0","0","8","24","0","0","1","1","2","0"
"Jeremy Ruckert","NYJ","TE","3.6","3.6","1","0","0","0","0","0","0","0","0","2","2","16","0"
"Eric Gray","NYG","RB","3.6","3.6","1","0","0","0","0","0","0","0","0","4","3","6","0"
"Chris Rodriguez Jr.","WAS","RB","3.5","3.5","1","0","0","0","0","10","35","0","0","0","0","0","0"
"Josh Oliver","MIN","TE","3.4","3.4","1","0","0","0","0","0","0","0","0","2","2","14","0"
"Adam Trautman","DEN","TE","3.4","3.4","1","0","0","0","0","0","0","0","0","3","1","24","0"
"Darnell Mooney","CHI","WR","3.4","3.4","1","0","0","0","0","0","0","0","0","8","2","14","0"
"Miles Sanders","CAR","RB","3.3","3.3","1","0","0","0","0","6","2","0","0","2","2","11","0"
"Daniel Bellinger","NYG","TE","3.3","3.3","1","0","0","0","0","0","0","0","0","2","2","13","0"
"Rico Dowdle","DAL","RB","3.2","3.2","1","0","0","0","0","3","4","0","0","3","2","8","0"
"Pierre Strong Jr.","CLE","RB","3.1","3.1","1","0","0","0","0","2","2","0","0","2","2","9","0"
"Brandin Cooks","DAL","WR","3","3","1","0","0","0","0","0","0","0","0","6","2","10","0"
"Kareem Hunt","CLE","RB","3","3","1","0","0","0","0","7","8","0","0","1","1","12","0"
"Charlie Jones","CIN","WR","3","3","1","0","0","0","0","0","0","0","0","3","2","10","0"
"Will Dissly","SEA","TE","2.9","2.9","1","0","0","0","0","0","0","0","0","2","2","9","0"
"Breece Hall","NYJ","RB","2.8","2.8","1","0","0","0","0","6","12","0","0","2","1","6","0"
"DJ Chark Jr.","CAR","WR","2.8","2.8","1","0","0","0","0","0","0","0","0","2","1","18","0"
"Chase Claypool","MIA","WR","2.8","2.8","1","0","0","0","0","0","0","0","0","2","2","8","0"
"Rondale Moore","ARI","WR","2.8","2.8","1","0","0","0","0","1","3","0","0","3","2","5","0"
"Lucas Krull","DEN","TE","2.8","2.8","1","0","0","0","0","0","0","0","0","3","1","18","0"
"Marquez Valdes-Scantling","KC","WR","2.7","2.7","1","0","0","0","0","0","0","0","0","1","1","17","0"
"Richie James","KC","WR","2.7","2.7","1","0","0","0","0","0","0","0","0","1","1","17","0"
"Kadarius Toney","KC","WR","2.5","2.5","1","0","0","0","0","0","0","0","0","4","2","5","0"
"Charlie Kolar","BAL","TE","2.5","2.5","1","0","0","0","0","0","0","0","0","1","1","15","0"
"Odell Beckham Jr.","BAL","WR","2.4","2.4","1","0","0","0","0","0","0","0","0","3","1","14","0"
"Stephen Sullivan","CAR","TE","2.4","2.4","1","0","0","0","0","0","0","0","0","1","1","14","0"
"Brevin Jordan","HOU","TE","2.4","2.4","1","0","0","0","0","0","0","0","0","1","1","14","0"
"Davis Allen","LAR","TE","2.4","2.4","1","0","0","0","0","0","0","0","0","1","1","14","0"
"Justice Hill","BAL","RB","2.3","2.3","1","0","0","0","0","5","23","0","0","1","0","0","0"
"Alec Pierce","IND","WR","2.3","2.3","1","0","0","0","0","0","0","0","0","5","1","13","0"
"Velus Jones Jr.","CHI","WR","2.3","2.3","1","0","0","0","0","2","23","0","0","0","0","0","0"
"Kalif Raymond","DET","WR","2.2","2.2","1","0","0","0","0","0","0","0","0","1","1","12","0"
"Cedrick Wilson Jr.","MIA","WR","2.2","2.2","1","0","0","0","0","0","0","0","0","3","2","2","0"
"Braxton Berrios","MIA","WR","2.2","2.2","1","0","0","0","0","0","0","0","0","1","1","12","0"
"Trayveon Williams","CIN","RB","2.2","2.2","1","0","0","0","0","1","10","0","0","1","1","2","0"
"Patrick Taylor","GB","RB","2.2","2.2","1","0","0","0","0","1","6","0","0","2","2","-4","0"
"Khalil Herbert","CHI","RB","2.2","2.2","1","0","0","0","0","6","8","0","0","1","1","4","0"
"Jahan Dotson","WAS","WR","2.2","2.2","1","0","0","0","0","0","0","0","0","1","1","12","0"
"Kenneth Gainwell","PHI","RB","2.1","2.1","1","0","0","0","0","6","21","0","0","1","0","0","0"
"Dalvin Cook","NYJ","RB","2","2","1","0","0","0","0","1","4","0","0","1","1","6","0"
"KhaDarel Hodge","ATL","WR","2","2","1","0","0","0","0","0","0","0","0","1","1","10","0"
"Jordan Mason","SF","RB","2","2","1","0","0","0","0","5","20","0","0","0","0","0","0"
"Michael Gallup","DAL","WR","1.9","1.9","1","0","0","0","0","0","0","0","0","1","1","9","0"
"Lawrence Cager","NYG","TE","1.9","1.9","1","0","0","0","0","0","0","0","0","1","1","9","0"
"Tucker Fisk","ATL","TE","1.9","1.9","1","0","0","0","0","0","0","0","0","1","1","9","0"
"Joshua Kelley","LAC","RB","1.8","1.8","1","0","0","0","0","5","22","0","1","1","1","6","0"
"Jordan Akins","CLE","TE","1.8","1.8","1","0","0","0","0","0","0","0","0","1","1","8","0"
"Logan Thomas","WAS","TE","1.7","1.7","1","0","0","0","0","0","0","0","0","3","1","7","0"
"Dare Ogunbowale","HOU","RB","1.7","1.7","1","0","0","0","0","1","17","0","0","1","0","0","0"
"Mike Gesicki","NE","TE","1.7","1.7","1","0","0","0","0","0","0","0","0","2","1","7","0"
"Zay Flowers","BAL","WR","1.7","1.7","1","0","0","0","0","0","0","0","0","2","1","7","0"
"Bo Melton","GB","WR","1.7","1.7","1","0","0","0","0","0","0","0","0","2","1","7","0"
"Julio Jones","PHI","WR","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Royce Freeman","LAR","RB","1.6","1.6","1","0","0","0","0","6","16","0","0","0","0","0","0"
"Jeff Wilson Jr.","MIA","RB","1.6","1.6","1","0","0","0","0","2","5","0","0","2","1","1","0"
"Colby Parkinson","SEA","TE","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Kylen Granson","IND","TE","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Zach Charbonnet","SEA","RB","1.6","1.6","1","0","0","0","0","4","16","0","0","1","0","0","0"
"Byron Pringle","WAS","WR","1.5","1.5","1","0","0","0","0","0","0","0","0","1","1","5","0"
"Donovan Peoples-Jones","DET","WR","1.5","1.5","1","0","0","0","0","0","0","0","0","1","1","5","0"
"Peyton Hendershot","DAL","TE","1.5","1.5","1","0","0","0","0","0","0","0","0","1","1","5","0"
