"Name","Team","lineupSlot","points","GP","passingCompletions","passingYards","passingTouchdowns","passingInterceptions","rushingAttempts","rushingYards","rushingTouchdowns","fumbles","receivingTargets","receivingReceptions","receivingYards","receivingTouchdowns"
"Brandin Cooks","DAL","WR","17.2","17.2","1","0","0","0","0","0","0","0","0","5","4","72","1"
"Tank Dell","HOU","WR","17.2","17.2","1","0","0","0","0","1","12","0","0","8","5","50","1"
"Russell Wilson","DEN","QB","16.8","16.8","1","13","134","1","0","11","34","1","1","0","0","0","0"
"T.J. Hockenson","MIN","TE","16","16","1","0","0","0","0","0","0","0","0","6","5","50","1"
"James Cook","BUF","RB","16","16","1","0","0","0","0","16","43","0","0","7","6","57","0"
"Alvin Kamara","NO","RB","15.9","15.9","1","0","0","0","0","15","69","0","0","5","4","50","0"
"Najee Harris","PIT","RB","15.9","15.9","1","0","0","0","0","15","99","1","0","0","0","0","0"
"Jalin Hyatt","NYG","WR","15.9","15.9","1","0","0","0","0","0","0","0","0","6","5","109","0"
"Travis Kelce","KC","TE","15.1","15.1","1","0","0","0","0","0","0","0","0","7","6","91","0"
"David Montgomery","DET","RB","15.1","15.1","1","0","0","0","0","15","71","1","0","1","0","0","0"
"Jayden Reed","GB","WR","15","15","1","0","0","0","0","2","16","0","0","8","4","34","1"
"Lamar Jackson","BAL","QB","15","15","1","18","177","1","0","11","39","0","0","0","0","0","0"
"Marquise Brown","ARI","WR","14.8","14.8","1","0","0","0","0","0","0","0","0","12","6","88","0"
"A.J. Brown","PHI","WR","14.7","14.7","1","0","0","0","0","0","0","0","0","9","5","37","1"
"Gardner Minshew","IND","QB","14.6","14.6","1","24","251","0","1","3","6","1","0","0","0","0","0"
"Kalif Raymond","DET","WR","14.6","14.6","1","0","0","0","0","1","6","0","0","5","5","90","0"
"Gerald Everett","LAC","TE","14.3","14.3","1","0","0","0","0","0","0","0","0","4","4","43","1"
"Drake London","ATL","WR","14.1","14.1","1","0","0","0","0","0","0","0","0","7","5","91","0"
"Aidan O'Connell","LV","QB","13.9","13.9","1","23","248","1","0","0","0","0","0","0","0","0","0"
"Royce Freeman","LAR","RB","13.7","13.7","1","0","0","0","0","13","77","1","0","0","0","0","0"
"Samaje Perine","DEN","RB","13.6","13.6","1","0","0","0","0","7","55","1","0","1","1","11","0"
"Justin Herbert","LAC","QB","13.4","13.4","1","29","217","1","1","4","47","0","1","0","0","0","0"
"Baker Mayfield","TB","QB","13.4","13.4","1","20","199","2","1","3","14","0","1","0","0","0","0"
"Devin Singletary","HOU","RB","13.2","13.2","1","0","0","0","0","6","18","0","0","7","6","54","0"
"Brandon Aiyuk","SF","WR","13","13","1","0","0","0","0","0","0","0","0","4","2","50","1"
"Rachaad White","TB","RB","13","13","1","0","0","0","0","15","100","0","0","2","2","10","0"
"Trey McBride","ARI","TE","13","13","1","0","0","0","0","0","0","0","0","9","7","60","0"
"Christian Kirk","JAX","WR","12.9","12.9","1","0","0","0","0","0","0","0","0","7","4","89","0"
"Travis Etienne Jr.","JAX","RB","12.6","12.6","1","0","0","0","0","20","56","0","0","6","4","30","0"
"Roschon Johnson","CHI","RB","12.5","12.5","1","0","0","0","0","10","35","0","0","5","5","40","0"
"Davante Adams","LV","WR","12.3","12.3","1","0","0","0","0","0","0","0","0","7","5","73","0"
"Ja'Marr Chase","CIN","WR","12.1","12.1","1","0","0","0","0","0","0","0","0","6","4","81","0"
"Jake Browning","CIN","QB","12","12","1","19","227","1","1","3","9","0","0","0","0","0","0"
"David Njoku","CLE","TE","11.9","11.9","1","0","0","0","0","0","0","0","0","9","6","59","0"
"Breece Hall","NYJ","RB","11.9","11.9","1","0","0","0","0","7","25","0","0","9","7","24","0"
"Jerome Ford","CLE","RB","11.9","11.9","1","0","0","0","0","9","65","0","0","7","4","14","0"
"Greg Dortch","ARI","WR","11.7","11.7","1","0","0","0","0","0","0","0","0","9","3","27","1"
"Kenny Pickett","PIT","QB","11.6","11.6","1","24","278","0","0","5","5","0","0","0","0","0","0"
"Dorian Thompson-Robinson","CLE","QB","11.5","11.5","1","14","134","1","0","5","21","0","0","0","0","0","0"
"Cole Kmet","CHI","TE","11.3","11.3","1","0","0","0","0","0","0","0","0","7","7","43","0"
"Jahmyr Gibbs","DET","RB","11.3","11.3","1","0","0","0","0","11","54","0","0","8","4","19","0"
"AJ Dillon","GB","RB","11.1","11.1","1","0","0","0","0","14","43","0","0","3","3","38","0"
"Demario Douglas","NE","WR","10.9","10.9","1","0","0","0","0","0","0","0","0","9","6","49","0"
"Keaton Mitchell","BAL","RB","10.9","10.9","1","0","0","0","0","9","64","0","0","2","2","25","0"
"Derek Carr","NO","QB","10.9","10.9","1","24","304","0","1","2","7","0","0","0","0","0","0"
"Tutu Atwell","LAR","WR","10.6","10.6","1","0","0","0","0","0","0","0","0","3","3","76","0"
"Justin Fields","CHI","QB","10.6","10.6","1","27","217","0","0","12","59","0","2","0","0","0","0"
"Brock Purdy","SF","QB","10.5","10.5","1","21","209","1","1","3","1","0","0","0","0","0","0"
"KaVontae Turpin","DAL","WR","10.4","10.4","1","0","0","0","0","0","0","0","0","1","1","34","1"
"Jeff Wilson Jr.","MIA","RB","10.3","10.3","1","0","0","0","0","11","56","0","0","3","3","17","0"
"Tommy Devito","NYG","QB","10.2","10.2","1","17","191","1","0","5","6","0","1","0","0","0","0"
"Jahan Dotson","WAS","WR","10.2","10.2","1","0","0","0","0","0","0","0","0","6","5","52","0"
"Javonte Williams","DEN","RB","10.1","10.1","1","0","0","0","0","18","65","0","0","6","3","6","0"
"Jonathan Mingo","CAR","WR","10","10","1","0","0","0","0","0","0","0","0","6","4","60","0"
"Evan Engram","JAX","TE","9.9","9.9","1","0","0","0","0","0","0","0","0","8","5","49","0"
"Olamide Zaccheaus","PHI","WR","9.9","9.9","1","0","0","0","0","0","0","0","0","1","1","29","1"
"Jordan Addison","MIN","WR","9.9","9.9","1","0","0","0","0","0","0","0","0","10","6","39","0"
"Zach Charbonnet","SEA","RB","9.8","9.8","1","0","0","0","0","14","47","0","0","4","4","11","0"
"Desmond Ridder","ATL","QB","9.7","9.7","1","13","168","1","2","7","30","0","0","0","0","0","0"
"Rico Dowdle","DAL","RB","9.6","9.6","1","0","0","0","0","3","11","0","0","1","1","15","1"
"Josh Reynolds","DET","WR","9.5","9.5","1","0","0","0","0","0","0","0","0","4","2","15","1"
"Tucker Kraft","GB","TE","9.5","9.5","1","0","0","0","0","0","0","0","0","2","2","15","1"
"Cedric Tillman","CLE","WR","9.5","9.5","1","0","0","0","0","0","0","0","0","5","4","55","0"
"Austin Ekeler","LAC","RB","9.4","9.4","1","0","0","0","0","10","32","0","1","6","5","32","0"
"D'Andre Swift","PHI","RB","9.4","9.4","1","0","0","0","0","14","80","0","0","1","1","4","0"
"Josh Downs","IND","WR","9.3","9.3","1","0","0","0","0","0","0","0","0","13","5","43","0"
"Courtland Sutton","DEN","WR","9.1","9.1","1","0","0","0","0","0","0","0","0","6","3","61","0"
"Terry McLaurin","WAS","WR","9","9","1","0","0","0","0","0","0","0","0","11","4","50","0"
"Diontae Johnson","PIT","WR","9","9","1","0","0","0","0","0","0","0","0","8","4","50","0"
"Zack Moss","IND","RB","9","9","1","0","0","0","0","8","55","0","0","3","2","15","0"
"George Pickens","PIT","WR","8.8","8.8","1","0","0","0","0","0","0","0","0","5","3","58","0"
"Dalton Kincaid","BUF","TE","8.8","8.8","1","0","0","0","0","0","0","0","0","6","5","38","0"
"Malik Heath","GB","WR","8.6","8.6","1","0","0","0","0","0","0","0","0","4","4","46","0"
"Juwan Johnson","NO","TE","8.5","8.5","1","0","0","0","0","0","0","0","0","7","4","45","0"
"Luke Farrell","JAX","TE","8.5","8.5","1","0","0","0","0","0","0","0","0","5","3","55","0"
"Cade Otton","TB","TE","8.5","8.5","1","0","0","0","0","0","0","0","0","4","4","45","0"
"Chigoziem Okonkwo","TEN","TE","8.5","8.5","1","0","0","0","0","0","0","0","0","5","4","45","0"
"Brian Robinson Jr.","WAS","RB","8.4","8.4","1","0","0","0","0","15","53","0","0","3","2","11","0"
"Alexander Mattison","MIN","RB","8.3","8.3","1","0","0","0","0","10","52","0","0","2","2","11","0"
"Isaiah Hodgins","NYG","WR","8.2","8.2","1","0","0","0","0","0","0","0","0","1","1","12","1"
"Drew Sample","CIN","TE","8.1","8.1","1","0","0","0","0","0","0","0","0","1","1","11","1"
"Nick Westbrook-Ikhine","TEN","WR","8.1","8.1","1","0","0","0","0","0","0","0","0","5","4","41","0"
"Bryce Young","CAR","QB","8.1","8.1","1","18","194","0","0","3","23","0","1","0","0","0","0"
"Joe Mixon","CIN","RB","8","8","1","0","0","0","0","8","16","0","0","2","2","44","0"
"Isaiah Likely","BAL","TE","8","8","1","0","0","0","0","0","0","0","0","6","4","40","0"
"DeAndre Hopkins","TEN","WR","7.9","7.9","1","0","0","0","0","0","0","0","0","5","3","49","0"
"Tua Tagovailoa","MIA","QB","7.8","7.8","1","21","243","1","2","2","1","0","1","0","0","0","0"
"Latavius Murray","BUF","RB","7.8","7.8","1","0","0","0","0","9","30","0","0","5","3","18","0"
"Hunter Renfrow","LV","WR","7.8","7.8","1","0","0","0","0","0","0","0","0","4","4","38","0"
"Adam Trautman","DEN","TE","7.8","7.8","1","0","0","0","0","0","0","0","0","1","1","8","1"
"Brandon Powell","MIN","WR","7.7","7.7","1","0","0","0","0","1","2","0","0","3","3","45","0"
"Khalil Shakir","BUF","WR","7.7","7.7","1","0","0","0","0","0","0","0","0","5","3","47","0"
"Chris Godwin","TB","WR","7.5","7.5","1","0","0","0","0","0","0","0","0","7","3","45","0"
"Michael Carter","ARI","RB","7.4","7.4","1","0","0","0","0","4","19","0","0","4","4","15","0"
"Tim Boyle","NYJ","QB","7.4","7.4","1","27","179","1","2","2","2","0","0","0","0","0","0"
"Geno Smith","SEA","QB","7.3","7.3","1","18","180","0","1","4","21","0","0","0","0","0","0"
"Justin Watson","KC","WR","7.3","7.3","1","0","0","0","0","0","0","0","0","3","1","3","1"
"Tyler Conklin","NYJ","TE","7.3","7.3","1","0","0","0","0","0","0","0","0","5","4","33","0"
"DeVante Parker","NE","WR","7.2","7.2","1","0","0","0","0","0","0","0","0","5","3","42","0"
"James Conner","ARI","RB","7.2","7.2","1","0","0","0","0","6","27","0","0","5","4","5","0"
"Jaylen Warren","PIT","RB","7.2","7.2","1","0","0","0","0","13","49","0","1","3","3","13","0"
"Ezekiel Elliott","NE","RB","7.2","7.2","1","0","0","0","0","9","46","0","0","2","2","6","0"
"Chris Moore","TEN","WR","7.2","7.2","1","0","0","0","0","1","1","0","0","4","3","41","0"
"Will Levis","TEN","QB","7.1","7.1","1","18","185","0","0","3","-3","0","0","0","0","0","0"
"D'Ernest Johnson","JAX","RB","7.1","7.1","1","0","0","0","0","7","19","0","0","2","1","42","0"
"Jameson Williams","DET","WR","7.1","7.1","1","0","0","0","0","0","0","0","0","3","2","51","0"
"Jalen Tolbert","DAL","WR","6.9","6.9","1","0","0","0","0","0","0","0","0","3","2","49","0"
"Romeo Doubs","GB","WR","6.7","6.7","1","0","0","0","0","0","0","0","0","4","3","37","0"
"Alec Pierce","IND","WR","6.7","6.7","1","0","0","0","0","0","0","0","0","6","4","27","0"
"Puka Nacua","LAR","WR","6.7","6.7","1","0","0","0","0","0","0","0","0","8","4","27","0"
"Antonio Gibson","WAS","RB","6.7","6.7","1","0","0","0","0","6","21","0","0","4","3","16","0"
"Wan'Dale Robinson","NYG","WR","6.6","6.6","1","0","0","0","0","0","0","0","0","5","4","26","0"
"Odell Beckham Jr.","BAL","WR","6.4","6.4","1","0","0","0","0","0","0","0","0","5","3","34","0"
"DJ Chark Jr.","CAR","WR","6.4","6.4","1","0","0","0","0","0","0","0","0","4","3","34","0"
"K.J. Osborn","MIN","WR","6.4","6.4","1","0","0","0","0","0","0","0","0","4","3","34","0"
"Skyy Moore","KC","WR","6.4","6.4","1","0","0","0","0","0","0","0","0","3","3","34","0"
"Tyler Allgeier","ATL","RB","6.4","6.4","1","0","0","0","0","10","64","0","0","0","0","0","0"
"DK Metcalf","SEA","WR","6.2","6.2","1","0","0","0","0","0","0","0","0","9","3","32","0"
"Saquon Barkley","NYG","RB","6.2","6.2","1","0","0","0","0","12","46","0","0","3","1","6","0"
"Jaxon Smith-Njigba","SEA","WR","6.1","6.1","1","0","0","0","0","0","0","0","0","3","2","41","0"
"Robert Woods","HOU","WR","6","6","1","0","0","0","0","0","0","0","0","3","2","40","0"
"Tyler Lockett","SEA","WR","6","6","1","0","0","0","0","0","0","0","0","5","3","30","0"
"Noah Gray","KC","TE","6","6","1","0","0","0","0","0","0","0","0","3","3","30","0"
"Khalil Herbert","CHI","RB","5.8","5.8","1","0","0","0","0","6","24","0","0","2","2","14","0"
"Tanner Hudson","CIN","TE","5.8","5.8","1","0","0","0","0","0","0","0","0","5","4","18","0"
"Trey Palmer","TB","WR","5.7","5.7","1","0","0","0","0","0","0","0","0","5","4","17","0"
"Kenneth Gainwell","PHI","RB","5.6","5.6","1","0","0","0","0","2","26","0","0","3","2","10","0"
"Rondale Moore","ARI","WR","5.5","5.5","1","0","0","0","0","0","0","0","0","3","2","35","0"
"Marvin Mims Jr.","DEN","WR","5.5","5.5","1","0","0","0","0","1","11","0","0","3","2","24","0"
"Elijah Moore","CLE","WR","5.4","5.4","1","0","0","0","0","1","0","0","1","9","3","44","0"
"Tyler Boyd","CIN","WR","5.3","5.3","1","0","0","0","0","0","0","0","0","5","3","23","0"
"Harrison Bryant","CLE","TE","5.2","5.2","1","0","0","0","0","1","0","0","1","1","1","2","1"
"George Kittle","SF","TE","4.9","4.9","1","0","0","0","0","0","0","0","0","5","3","19","0"
"Will Mallory","IND","TE","4.9","4.9","1","0","0","0","0","0","0","0","0","3","2","29","0"
"Cooper Kupp","LAR","WR","4.8","4.8","1","0","0","0","0","0","0","0","0","5","3","18","0"
"Byron Pringle","WAS","WR","4.7","4.7","1","0","0","0","0","0","0","0","0","2","2","27","0"
"Gus Edwards","BAL","RB","4.7","4.7","1","0","0","0","0","8","26","0","0","1","1","11","0"
"Michael Mayer","LV","TE","4.7","4.7","1","0","0","0","0","0","0","0","0","4","2","27","0"
"Elijah Mitchell","SF","RB","4.6","4.6","1","0","0","0","0","7","39","0","0","1","1","-3","0"
"Joshua Dobbs","MIN","QB","4.5","4.5","1","22","185","1","4","2","11","0","0","0","0","0","0"
"Noah Fant","SEA","TE","4.5","4.5","1","0","0","0","0","0","0","0","0","2","2","25","0"
"Jake Ferguson","DAL","TE","4.5","4.5","1","0","0","0","0","0","0","0","0","3","1","35","0"
"Xavier Hutchinson","HOU","WR","4.4","4.4","1","0","0","0","0","0","0","0","0","1","1","34","0"
"Cordarrelle Patterson","ATL","RB","4.3","4.3","1","0","0","0","0","8","43","0","0","0","0","0","0"
"Kyle Pitts","ATL","TE","4.2","4.2","1","0","0","0","0","0","0","0","0","2","2","22","0"
"Tyquan Thornton","NE","WR","4.2","4.2","1","0","0","0","0","1","3","0","0","5","2","19","0"
"Dalvin Cook","NYJ","RB","4.1","4.1","1","0","0","0","0","1","2","0","0","3","2","19","0"
"Rashod Bateman","BAL","WR","4.1","4.1","1","0","0","0","0","0","0","0","0","5","2","21","0"
"Mo Alie-Cox","IND","TE","4","4","1","0","0","0","0","0","0","0","0","1","1","30","0"
"Keith Kirkwood","NO","WR","4","4","1","0","0","0","0","0","0","0","0","3","2","20","0"
"Lynn Bowden","NO","WR","4","4","1","0","0","0","0","2","40","0","0","2","0","0","0"
"Jason Brownlee","NYJ","WR","4","4","1","0","0","0","0","0","0","0","0","2","2","20","0"
"Cole Turner","WAS","TE","3.9","3.9","1","0","0","0","0","0","0","0","0","1","1","29","0"
"Jeremy Ruckert","NYJ","TE","3.8","3.8","1","0","0","0","0","0","0","0","0","4","2","18","0"
"Amari Cooper","CLE","WR","3.6","3.6","1","0","0","0","0","0","0","0","0","6","2","16","0"
"Darius Slayton","NYG","WR","3.6","3.6","1","0","0","0","0","0","0","0","0","3","2","16","0"
"Elijah Higgins","ARI","TE","3.6","3.6","1","0","0","0","0","0","0","0","0","2","1","26","0"
"Logan Thomas","WAS","TE","3.5","3.5","1","0","0","0","0","0","0","0","0","4","2","15","0"
"Trenton Irwin","CIN","WR","3.5","3.5","1","0","0","0","0","0","0","0","0","1","1","25","0"
"Xavier Gipson","NYJ","WR","3.5","3.5","1","0","0","0","0","0","0","0","0","2","2","15","0"
"Joshua Kelley","LAC","RB","3.4","3.4","1","0","0","0","0","3","8","0","0","2","2","6","0"
"Jalen Brooks","DAL","WR","3.4","3.4","1","0","0","0","0","0","0","0","0","1","1","24","0"
"Demarcus Robinson","LAR","WR","3.3","3.3","1","0","0","0","0","0","0","0","0","2","2","13","0"
"Ray-Ray McCloud III","SF","WR","3.3","3.3","1","0","0","0","0","0","0","0","0","1","1","23","0"
"Nelson Agholor","BAL","WR","3.1","3.1","1","0","0","0","0","0","0","0","0","2","1","21","0"
"Will Dissly","SEA","TE","3.1","3.1","1","0","0","0","0","0","0","0","0","1","1","21","0"
"Justice Hill","BAL","RB","3.1","3.1","1","0","0","0","0","5","31","0","0","1","0","0","0"
"Jerry Jeudy","DEN","WR","3.1","3.1","1","0","0","0","0","0","0","0","0","3","2","11","0"
"Connor Heyward","PIT","TE","3.1","3.1","1","0","0","0","0","0","0","0","0","2","2","11","0"
"JuJu Smith-Schuster","NE","WR","3","3","1","0","0","0","0","0","0","0","0","4","2","10","0"
"Jamaal Williams","NO","RB","3","3","1","0","0","0","0","2","6","0","0","2","2","4","0"
"Rashid Shaheed","NO","WR","2.9","2.9","1","0","0","0","0","0","0","0","0","5","2","9","0"
"Miles Sanders","CAR","RB","2.8","2.8","1","0","0","0","0","15","28","0","0","1","0","0","0"
"Irv Smith Jr.","CIN","TE","2.8","2.8","1","0","0","0","0","0","0","0","0","2","2","8","0"
"Dameon Pierce","HOU","RB","2.8","2.8","1","0","0","0","0","5","14","0","0","1","1","4","0"
"Alex Erickson","LAC","WR","2.7","2.7","1","0","0","0","0","0","0","0","0","3","1","17","0"
"Matt Breida","NYG","RB","2.6","2.6","1","0","0","0","0","2","6","0","0","1","1","10","0"
"Darnell Mooney","CHI","WR","2.6","2.6","1","0","0","0","0","0","0","0","0","3","2","6","0"
"Andrei Iosivas","CIN","WR","2.6","2.6","1","0","0","0","0","0","0","0","0","2","1","16","0"
"DeeJay Dallas","SEA","RB","2.5","2.5","1","0","0","0","0","2","10","0","0","1","1","5","0"
"Patrick Taylor","GB","RB","2.5","2.5","1","0","0","0","0","3","11","0","0","1","1","4","0"
"Austin Hooper","LV","TE","2.4","2.4","1","0","0","0","0","0","0","0","0","2","1","14","0"
"Ihmir Smith-Marsette","CAR","WR","2.4","2.4","1","0","0","0","0","0","0","0","0","1","1","14","0"
"Jack Stoll","PHI","TE","2.4","2.4","1","0","0","0","0","0","0","0","0","2","1","14","0"
"Ameer Abdullah","LV","RB","2.3","2.3","1","0","0","0","0","1","11","0","0","1","1","2","0"
"C.J. Ham","MIN","RB","2.3","2.3","1","0","0","0","0","0","0","0","0","3","2","3","0"
"Michael Gallup","DAL","WR","2.3","2.3","1","0","0","0","0","0","0","0","0","1","1","13","0"
"Lil'Jordan Humphrey","DEN","WR","2.3","2.3","1","0","0","0","0","0","0","0","0","1","1","13","0"
"Van Jefferson","ATL","WR","2.3","2.3","1","0","0","0","0","0","0","0","0","2","1","13","0"
"Stephen Sullivan","CAR","TE","2.3","2.3","1","0","0","0","0","0","0","0","0","1","1","13","0"
"Kareem Hunt","CLE","RB","2.2","2.2","1","0","0","0","0","7","22","0","0","0","0","0","0"
"Payne Durham","TB","TE","2.2","2.2","1","0","0","0","0","0","0","0","0","1","1","12","0"
"Luke Schoonmaker","DAL","TE","2.2","2.2","1","0","0","0","0","0","0","0","0","2","1","12","0"
"Allen Robinson II","PIT","WR","2.1","2.1","1","0","0","0","0","0","0","0","0","1","1","11","0"
"Ty Chandler","MIN","RB","2.1","2.1","1","0","0","0","0","4","8","0","0","2","1","3","0"
"Chris Rodriguez Jr.","WAS","RB","2.1","2.1","1","0","0","0","0","4","21","0","0","0","0","0","0"
"Josh Whyle","TEN","TE","2.1","2.1","1","0","0","0","0","0","0","0","0","1","1","11","0"
"Zay Jones","JAX","WR","2","2","1","0","0","0","0","0","0","0","0","3","1","10","0"
"Durham Smythe","MIA","TE","2","2","1","0","0","0","0","0","0","0","0","3","1","10","0"
"Darnell Washington","PIT","TE","2","2","1","0","0","0","0","0","0","0","0","1","1","10","0"
"Clayton Tune","ARI","QB","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ian Thomas","CAR","TE","1.9","1.9","1","0","0","0","0","0","0","0","0","1","1","9","0"
"Ty Johnson","BUF","RB","1.9","1.9","1","0","0","0","0","6","19","0","0","0","0","0","0"
"Colby Parkinson","SEA","TE","1.9","1.9","1","0","0","0","0","0","0","0","0","1","1","9","0"
"Charlie Woerner","SF","TE","1.9","1.9","1","0","0","0","0","0","0","0","0","1","1","9","0"
"Brevin Jordan","HOU","TE","1.9","1.9","1","0","0","0","0","0","0","0","0","2","1","9","0"
"Brock Wright","DET","TE","1.9","1.9","1","0","0","0","0","0","0","0","0","1","1","9","0"
"Laviska Shenault Jr.","CAR","WR","1.8","1.8","1","0","0","0","0","0","0","0","0","1","1","8","0"
"Kayshon Boutte","NE","WR","1.8","1.8","1","0","0","0","0","0","0","0","0","2","1","8","0"
"Daniel Bellinger","NYG","TE","1.8","1.8","1","0","0","0","0","0","0","0","0","1","1","8","0"
"Tyjae Spears","TEN","RB","1.7","1.7","1","0","0","0","0","2","6","0","0","3","1","1","0"
"Jauan Jennings","SF","WR","1.7","1.7","1","0","0","0","0","0","0","0","0","2","1","7","0"
"Tommy Tremble","CAR","TE","1.7","1.7","1","0","0","0","0","0","0","0","0","1","1","7","0"
"Quentin Johnston","LAC","WR","1.7","1.7","1","0","0","0","0","0","0","0","0","3","1","7","0"
"A.T. Perry","NO","WR","1.7","1.7","1","0","0","0","0","0","0","0","0","2","1","7","0"
"Keith Smith","ATL","RB","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Sterling Shepard","NYG","WR","1.6","1.6","1","0","0","0","0","0","0","0","0","3","1","6","0"
"Nick Bawden","NYJ","RB","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Darrynton Evans","MIA","RB","1.6","1.6","1","0","0","0","0","2","16","0","0","0","0","0","0"
"John Metchie III","HOU","WR","1.6","1.6","1","0","0","0","0","0","0","0","0","2","1","6","0"
"Davis Allen","LAR","TE","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Jake Bobo","SEA","WR","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Calvin Austin III","PIT","WR","1.5","1.5","1","0","0","0","0","0","0","0","0","1","1","5","0"
