"Name","Team","lineupSlot","points","GP","passingCompletions","passingYards","passingTouchdowns","passingInterceptions","rushingAttempts","rushingYards","rushingTouchdowns","fumbles","receivingTargets","receivingReceptions","receivingYards","receivingTouchdowns"
"Myles Gaskin","MIN","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Homer","CHI","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesper Horsted","LV","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Alec Ingold","MIA","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Qadree Ollison","PIT","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Sample","CIN","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Thompson","SEA","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevon Wesco","TEN","TE","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Greg Dortch","ARI","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jakob Johnson","LV","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Juwann Winfree","IND","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Scotty Miller","ATL","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Olamide Zaccheaus","PHI","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Trenton Irwin","CIN","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Khari Blasingame","CHI","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Brycen Hopkins","LAR","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Giovanni Ricci","CAR","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Harrison Bryant","CLE","TE","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Adam Trautman","DEN","TE","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Luke Farrell","JAX","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitchell Wilcox","CIN","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Quez Watkins","PHI","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Darnell Mooney","CHI","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Woerner","SF","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Kristian Wilkerson","LV","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Quintin Morris","BUF","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tre' McKitty","LAC","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Peyton Hendershot","DAL","TE","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"Jeremy Ruckert","NYJ","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"James Mitchell","DET","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ihmir Smith-Marsette","CAR","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tylan Wallace","BAL","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ronnie Bell","SF","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Stoll","PHI","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tommy Tremble","CAR","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Gary Brightwell","NYG","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Deon Jackson","IND","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Funk","IND","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Terrace Marshall Jr.","CAR","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tim Jones","JAX","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Trammell","LAR","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Prentice","NO","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Brock Wright","DET","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Darnell Washington","PIT","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Justyn Ross","KC","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Kearis Jackson","TEN","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Brooks","MIA","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tank Bigsby","JAX","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Eric Gray","NYG","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Rodriguez Jr.","WAS","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Britain Covey","PHI","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Teagan Quitoriano","HOU","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Mason","SF","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jalen Nailor","MIN","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Bellinger","NYG","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Grant Calcaterra","PHI","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Connor Heyward","PIT","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Julius Chestnut","TEN","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"John FitzPatrick","ATL","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ko Kieft","TB","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tucker Kraft","GB","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrei Iosivas","CIN","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Jones","CIN","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Scott","CHI","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Brenton Strange","JAX","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Hunter Luepke","DAL","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitchell Tinsley","WAS","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Xavier Hutchinson","HOU","WR","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Cedric Tillman","CLE","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Malik Heath","GB","WR","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Josh Whyle","TEN","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jalen Brooks","DAL","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Xavier Gipson","NYJ","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Sims","GB","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate Adkins","DEN","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Allen","BUF","QB","-0.2","1","0","0","0","0","2","-2","0","0","0","0","0","0"
"Velus Jones Jr.","CHI","WR","-0.3","1","0","0","0","0","1","-3","0","0","0","0","0","0"
"Gunner Olszewski","PIT","WR","-1","1","0","0","0","0","0","0","0","1","1","1","0","0"
"Richie James","KC","WR","-2","1","0","0","0","0","0","0","0","1","1","0","0","0"
"Brandon Powell","MIN","WR","-2","1","0","0","0","0","0","0","0","1","0","0","0","0"
