"Name","Team","lineupSlot","points","GP","passingCompletions","passingYards","passingTouchdowns","passingInterceptions","rushingAttempts","rushingYards","rushingTouchdowns","fumbles","receivingTargets","receivingReceptions","receivingYards","receivingTouchdowns"
"J.K. Dobbins","BAL","RB","11.7","1","0","0","0","0","8","22","1","0","3","2","15","0"
"CeeDee Lamb","DAL","WR","11.7","1","0","0","0","0","0","0","0","0","4","4","77","0"
"Rashee Rice","KC","WR","11.6","1","0","0","0","0","1","-3","0","0","5","3","29","1"
"T.J. Hockenson","MIN","TE","11.5","1","0","0","0","0","0","0","0","0","9","8","35","0"
"Allen Robinson II","PIT","WR","11.4","1","0","0","0","0","0","0","0","0","8","5","64","0"
"Kenneth Gainwell","PHI","RB","11.4","1","0","0","0","0","14","54","0","0","4","4","20","0"
"Khalil Herbert","CHI","RB","11.4","1","0","0","0","0","9","27","0","0","5","3","37","0"
"Deebo Samuel","SF","WR","11.3","1","0","0","0","0","2","8","0","0","7","5","55","0"
"Donald Parham Jr.","LAC","TE","11.2","1","0","0","0","0","0","0","0","0","3","3","22","1"
"Michael Thomas","NO","WR","11.1","1","0","0","0","0","0","0","0","0","8","5","61","0"
"Curtis Samuel","WAS","WR","11","1","0","0","0","0","1","6","0","0","5","5","54","0"
"Kenneth Walker III","SEA","RB","10.7","1","0","0","0","0","12","64","0","0","5","4","3","0"
"KaVontae Turpin","DAL","WR","10.5","1","0","0","0","0","3","14","1","0","3","2","11","0"
"Joe Mixon","CIN","RB","10.3","1","0","0","0","0","13","56","0","0","5","3","17","0"
"James Cook","BUF","RB","10.3","1","0","0","0","0","12","46","0","0","6","4","17","0"
"Chris Godwin","TB","WR","10.1","1","0","0","0","0","0","0","0","0","6","5","51","0"
"Evan Engram","JAX","TE","9.9","1","0","0","0","0","0","0","0","0","5","5","49","0"
"Nick Westbrook-Ikhine","TEN","WR","9.8","1","0","0","0","0","0","0","0","0","7","4","58","0"
"Javonte Williams","DEN","RB","9.7","1","0","0","0","0","13","52","0","0","6","4","5","0"
"Calvin Austin III","PIT","WR","9.7","1","0","0","0","0","0","0","0","0","6","6","37","0"
"Kenny Pickett","PIT","QB","9.7","1","31","232","1","2","1","4","0","0","0","0","0","0"
"C.J. Stroud","HOU","QB","9.7","1","28","242","0","0","4","20","0","1","1","1","0","0"
"Cole Kmet","CHI","TE","9.4","1","0","0","0","0","1","0","0","0","7","5","44","0"
"Isiah Pacheco","KC","RB","9.4","1","0","0","0","0","8","23","0","0","4","4","31","0"
"Saquon Barkley","NYG","RB","9.3","1","0","0","0","0","12","51","0","0","4","3","12","0"
"Blake Bell","KC","TE","9.2","1","0","0","0","0","0","0","0","0","3","2","12","1"
"Elijah Moore","CLE","WR","9.2","1","0","0","0","0","2","19","0","0","7","3","43","0"
"Lil'Jordan Humphrey","DEN","WR","9.1","1","0","0","0","0","0","0","0","0","2","2","11","1"
"Josh Jacobs","LV","RB","9.1","1","0","0","0","0","19","48","0","0","3","2","23","0"
"Ja'Marr Chase","CIN","WR","9.1","1","0","0","0","0","1","2","0","0","9","5","39","0"
"Geno Smith","SEA","QB","9.1","1","16","112","1","0","1","6","0","0","0","0","0","0"
"Josh Allen","BUF","QB","9","1","29","236","1","3","6","36","0","1","0","0","0","0"
"Jahan Dotson","WAS","WR","9","1","0","0","0","0","0","0","0","0","7","5","40","0"
"Dalvin Cook","NYJ","RB","8.9","1","0","0","0","0","13","33","0","0","3","3","26","0"
"Cam Akers","LAR","RB","8.9","1","0","0","0","0","22","29","1","0","0","0","0","0"
"Chuba Hubbard","CAR","RB","8.9","1","0","0","0","0","9","60","0","0","2","2","9","0"
"Sam LaPorta","DET","TE","8.9","1","0","0","0","0","0","0","0","0","5","5","39","0"
"Trey Palmer","TB","WR","8.8","1","0","0","0","0","0","0","0","0","3","2","8","1"
"Marquise Brown","ARI","WR","8.7","1","0","0","0","0","1","29","0","0","5","3","28","0"
"George Pickens","PIT","WR","8.6","1","0","0","0","0","0","0","0","0","7","5","36","0"
"Mike Williams","LAC","WR","8.5","1","0","0","0","0","0","0","0","0","5","4","45","0"
"Harrison Bryant","CLE","TE","8.5","1","0","0","0","0","0","0","0","0","2","2","5","1"
"Desmond Ridder","ATL","QB","8.5","1","15","115","1","0","1","-1","0","0","1","1","-6","0"
"Adam Trautman","DEN","TE","8.4","1","0","0","0","0","0","0","0","0","5","5","34","0"
"Logan Thomas","WAS","TE","8.3","1","0","0","0","0","0","0","0","0","8","4","43","0"
"Zach Wilson","NYJ","QB","8.2","1","14","140","1","1","4","6","0","0","0","0","0","0"
"Zach Ertz","ARI","TE","8.1","1","0","0","0","0","0","0","0","0","10","6","21","0"
"Jahmyr Gibbs","DET","RB","8","1","0","0","0","0","7","42","0","0","2","2","18","0"
"Luke Musgrave","GB","TE","8","1","0","0","0","0","0","0","0","0","4","3","50","0"
"Demario Douglas","NE","WR","8","1","0","0","0","0","0","0","0","0","7","4","40","0"
"Tyler Higbee","LAR","TE","7.9","1","0","0","0","0","0","0","0","0","3","3","49","0"
"Kylen Granson","IND","TE","7.9","1","0","0","0","0","0","0","0","0","6","4","39","0"
"Diontae Johnson","PIT","WR","7.8","1","0","0","0","0","0","0","0","0","6","3","48","0"
"Bryce Young","CAR","QB","7.5","1","20","146","1","2","3","17","0","0","0","0","0","0"
"Rondale Moore","ARI","WR","7.5","1","0","0","0","0","2","12","0","0","3","3","33","0"
"Durham Smythe","MIA","TE","7.4","1","0","0","0","0","0","0","0","0","7","3","44","0"
"Ezekiel Elliott","NE","RB","7.3","1","0","0","0","0","7","29","0","1","7","5","14","0"
"JuJu Smith-Schuster","NE","WR","7.3","1","0","0","0","0","0","0","0","0","7","4","33","0"
"Pat Freiermuth","PIT","TE","7.3","1","0","0","0","0","0","0","0","0","4","1","3","1"
"Jamaal Williams","NO","RB","7.2","1","0","0","0","0","18","45","0","0","2","2","7","0"
"Braxton Berrios","MIA","WR","7.2","1","0","0","0","0","0","0","0","0","5","3","42","0"
"Rachaad White","TB","RB","6.9","1","0","0","0","0","17","39","0","0","2","2","10","0"
"Marquez Valdes-Scantling","KC","WR","6.8","1","0","0","0","0","0","0","0","0","2","2","48","0"
"Jaylen Warren","PIT","RB","6.8","1","0","0","0","0","3","6","0","0","6","5","12","0"
"Amari Cooper","CLE","WR","6.7","1","0","0","0","0","0","0","0","0","7","3","37","0"
"Dameon Pierce","HOU","RB","6.7","1","0","0","0","0","11","38","0","0","3","2","9","0"
"Darren Waller","NYG","TE","6.6","1","0","0","0","0","0","0","0","0","5","3","36","0"
"Mike Gesicki","NE","TE","6.6","1","0","0","0","0","0","0","0","0","3","3","36","0"
"Allen Lazard","NYJ","WR","6.6","1","0","0","0","0","0","0","0","0","4","2","46","0"
"Juwan Johnson","NO","TE","6.6","1","0","0","0","0","0","0","0","0","5","3","36","0"
"Jayden Reed","GB","WR","6.6","1","0","0","0","0","1","-2","0","0","5","2","48","0"
"Dalton Kincaid","BUF","TE","6.6","1","0","0","0","0","0","0","0","0","4","4","26","0"
"Lamar Jackson","BAL","QB","6.6","1","17","169","0","1","6","38","0","1","0","0","0","0"
"Justin Watson","KC","WR","6.5","1","0","0","0","0","0","0","0","0","4","2","45","0"
"Rashod Bateman","BAL","WR","6.5","1","0","0","0","0","0","0","0","0","3","3","35","0"
"Van Jefferson","LAR","WR","6.4","1","0","0","0","0","0","0","0","0","5","4","24","0"
"Kyle Pitts","ATL","TE","6.4","1","0","0","0","0","0","0","0","0","3","2","44","0"
"Tank Dell","HOU","WR","6.4","1","0","0","0","0","0","0","0","0","4","3","34","0"
"Dak Prescott","DAL","QB","6.3","1","13","143","0","0","1","6","0","0","0","0","0","0"
"Josh Oliver","MIN","TE","6.2","1","0","0","0","0","0","0","0","0","3","3","32","0"
"Mack Hollins","ATL","WR","6.1","1","0","0","0","0","0","0","0","0","4","3","31","0"
"K.J. Osborn","MIN","WR","6.1","1","0","0","0","0","0","0","0","0","6","3","31","0"
"Noah Gray","KC","TE","6.1","1","0","0","0","0","0","0","0","0","5","3","31","0"
"Josh Downs","IND","WR","6","1","0","0","0","0","0","0","0","0","7","3","30","0"
"Odell Beckham Jr.","BAL","WR","5.7","1","0","0","0","0","0","0","0","0","3","2","37","0"
"AJ Dillon","GB","RB","5.6","1","0","0","0","0","13","19","0","0","3","2","17","0"
"Dawson Knox","BUF","TE","5.5","1","0","0","0","0","0","0","0","0","4","3","25","0"
"Alec Ingold","MIA","RB","5.4","1","0","0","0","0","0","0","0","0","2","2","34","0"
"Najee Harris","PIT","RB","5.3","1","0","0","0","0","6","31","0","0","2","2","2","0"
"Tank Bigsby","JAX","RB","5.3","1","0","0","0","0","7","13","1","1","1","0","0","0"
"Gus Edwards","BAL","RB","5.2","1","0","0","0","0","8","32","0","0","0","0","0","0"
"Gabe Davis","BUF","WR","5.2","1","0","0","0","0","0","0","0","0","4","2","32","0"
"Terry McLaurin","WAS","WR","5.1","1","0","0","0","0","0","0","0","0","4","2","31","0"
"Brandon Johnson","DEN","WR","5.1","1","0","0","0","0","0","0","0","0","3","2","31","0"
"George Kittle","SF","TE","4.9","1","0","0","0","0","0","0","0","0","6","3","19","0"
"Noah Brown","HOU","WR","4.9","1","0","0","0","0","1","-1","0","0","4","3","20","0"
"Mike Boone","HOU","RB","4.8","1","0","0","0","0","0","0","0","0","4","3","18","0"
"Irv Smith Jr.","CIN","TE","4.7","1","0","0","0","0","0","0","0","0","5","3","17","0"
"Treylon Burks","TEN","WR","4.7","1","0","0","0","0","1","9","0","0","3","2","18","0"
"DJ Moore","CHI","WR","4.5","1","0","0","0","0","0","0","0","0","2","2","25","0"
"Darius Slayton","NYG","WR","4.5","1","0","0","0","0","0","0","0","0","5","3","15","0"
"Daniel Jones","NYG","QB","4.5","1","15","104","0","2","13","43","0","0","0","0","0","0"
"David Njoku","CLE","TE","4.4","1","0","0","0","0","0","0","0","0","3","2","24","0"
"D'Onta Foreman","CHI","RB","4.4","1","0","0","0","0","5","16","0","0","3","2","8","0"
"Sean Tucker","TB","RB","4.4","1","0","0","0","0","5","15","0","0","2","2","9","0"
"Gerald Everett","LAC","TE","4.3","1","0","0","0","0","1","2","0","0","3","2","21","0"
"Deonte Harty","BUF","WR","4.3","1","0","0","0","0","1","4","0","0","4","3","9","0"
"Terrace Marshall Jr.","CAR","WR","4.3","1","0","0","0","0","0","0","0","0","6","2","23","0"
"Jaxon Smith-Njigba","SEA","WR","4.3","1","0","0","0","0","0","0","0","0","5","3","13","0"
"Trey McBride","ARI","TE","4.3","1","0","0","0","0","0","0","0","0","2","2","23","0"
"Brandin Cooks","DAL","WR","4.2","1","0","0","0","0","0","0","0","0","4","2","22","0"
"Greg Dulcich","DEN","TE","4.2","1","0","0","0","0","0","0","0","0","2","2","22","0"
"Laviska Shenault Jr.","CAR","WR","4.1","1","0","0","0","0","2","5","0","0","2","2","16","0"
"Clyde Edwards-Helaire","KC","RB","3.9","1","0","0","0","0","6","22","0","0","1","1","7","0"
"Damien Harris","BUF","RB","3.9","1","0","0","0","0","1","3","0","0","2","2","16","0"
"Cade Otton","TB","TE","3.9","1","0","0","0","0","0","0","0","0","3","2","19","0"
"Connor Heyward","PIT","TE","3.9","1","0","0","0","0","0","0","0","0","4","2","19","0"
"Michael Wilson","ARI","WR","3.9","1","0","0","0","0","0","0","0","0","4","2","19","0"
"Tyjae Spears","TEN","RB","3.8","1","0","0","0","0","3","27","0","0","4","1","1","0"
"Michael Carter","NYJ","RB","3.8","1","0","0","0","0","1","6","0","0","2","2","12","0"
"Deon Jackson","IND","RB","3.8","1","0","0","0","0","13","14","0","2","6","5","14","0"
"Samori Toure","GB","WR","3.8","1","0","0","0","0","0","0","0","0","3","2","18","0"
"Will Dissly","SEA","TE","3.7","1","0","0","0","0","0","0","0","0","2","2","17","0"
"Lawrence Cager","NYG","TE","3.7","1","0","0","0","0","0","0","0","0","2","2","17","0"
"Quez Watkins","PHI","WR","3.7","1","0","0","0","0","0","0","0","0","2","2","17","0"
"Brock Wright","DET","TE","3.7","1","0","0","0","0","0","0","0","0","2","2","17","0"
"Jonathan Mingo","CAR","WR","3.7","1","0","0","0","0","0","0","0","0","5","2","17","0"
"Ty Montgomery II","NE","WR","3.6","1","0","0","0","0","1","7","0","0","3","2","9","0"
"Tyler Scott","CHI","WR","3.4","1","0","0","0","0","0","0","0","0","2","2","14","0"
"Adam Thielen","CAR","WR","3.2","1","0","0","0","0","0","0","0","0","2","2","12","0"
"Jake Funk","IND","RB","3.2","1","0","0","0","0","2","10","0","0","1","1","12","0"
"Joe Burrow","CIN","QB","3.2","1","14","82","0","0","1","-1","0","0","0","0","0","0"
"Brycen Hopkins","LAR","TE","3.1","1","0","0","0","0","0","0","0","0","2","1","21","0"
"Anthony McFarland Jr.","PIT","RB","3.1","1","0","0","0","0","0","0","0","0","2","2","11","0"
"Gary Brightwell","NYG","RB","3.1","1","0","0","0","0","1","5","0","0","2","2","6","0"
"Jake Ferguson","DAL","TE","3.1","1","0","0","0","0","0","0","0","0","7","2","11","0"
"Tyler Lockett","SEA","WR","3","1","0","0","0","0","0","0","0","0","4","2","10","0"
"Austin Hooper","LV","TE","3","1","0","0","0","0","0","0","0","0","1","1","20","0"
"Tyler Boyd","CIN","WR","3","1","0","0","0","0","0","0","0","0","3","2","10","0"
"Kalif Raymond","DET","WR","3","1","0","0","0","0","0","0","0","0","1","1","20","0"
"Drew Ogletree","IND","TE","3","1","0","0","0","0","0","0","0","0","2","1","20","0"
"Deven Thompkins","TB","WR","3","1","0","0","0","0","0","0","0","0","3","2","10","0"
"Marvin Mims Jr.","DEN","WR","2.9","1","0","0","0","0","0","0","0","0","2","2","9","0"
"Quentin Johnston","LAC","WR","2.9","1","0","0","0","0","0","0","0","0","3","2","9","0"
"DeeJay Dallas","SEA","RB","2.8","1","0","0","0","0","2","4","0","0","1","1","14","0"
"Ty Chandler","MIN","RB","2.8","1","0","0","0","0","3","0","0","0","1","1","18","0"
"Latavius Murray","BUF","RB","2.7","1","0","0","0","0","2","8","0","0","2","1","9","0"
"C.J. Ham","MIN","RB","2.7","1","0","0","0","0","0","0","0","0","3","2","7","0"
"Cole Turner","WAS","TE","2.7","1","0","0","0","0","0","0","0","0","2","1","17","0"
"Ryan Tannehill","TEN","QB","2.4","1","16","198","0","3","3","5","0","0","0","0","0","0"
"Dalton Schultz","HOU","TE","2.4","1","0","0","0","0","0","0","0","0","4","2","4","0"
"Rico Dowdle","DAL","RB","2.4","1","0","0","0","0","6","24","0","0","0","0","0","0"
"Jordan Akins","CLE","TE","2.2","1","0","0","0","0","0","0","0","0","1","1","12","0"
"Donovan Peoples-Jones","CLE","WR","2.2","1","0","0","0","0","0","0","0","0","2","1","12","0"
"Patrick Taylor","GB","RB","2.2","1","0","0","0","0","5","22","0","0","0","0","0","0"
"Chris Evans","CIN","RB","2.1","1","0","0","0","0","2","12","0","0","1","1","-1","0"
"Teagan Quitoriano","HOU","TE","2.1","1","0","0","0","0","0","0","0","0","1","1","11","0"
"Jerick McKinnon","KC","RB","2","1","0","0","0","0","0","0","0","0","2","1","10","0"
"Michael Gallup","DAL","WR","2","1","0","0","0","0","0","0","0","0","2","1","10","0"
"Boston Scott","PHI","RB","2","1","0","0","0","0","1","3","0","0","1","1","7","0"
"Christian Kirk","JAX","WR","1.9","1","0","0","0","0","0","0","0","0","3","1","9","0"
"Xavier Hutchinson","HOU","WR","1.9","1","0","0","0","0","0","0","0","0","1","1","9","0"
"Colby Parkinson","SEA","TE","1.8","1","0","0","0","0","0","0","0","0","2","1","8","0"
"Evan Hull","IND","RB","1.7","1","0","0","0","0","1","1","0","0","1","1","6","0"
"Zamir White","LV","RB","1.7","1","0","0","0","0","1","2","0","0","1","1","5","0"
"Erik Ezukanma","MIA","WR","1.7","1","0","0","0","0","2","17","0","0","0","0","0","0"
"Richie James","KC","WR","1.6","1","0","0","0","0","0","0","0","0","2","1","6","0"
"Justyn Ross","KC","WR","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Jerome Ford","CLE","RB","1.6","1","0","0","0","0","15","36","0","1","0","0","0","0"
"Matt Breida","NYG","RB","1.6","1","0","0","0","0","2","9","0","0","1","1","-3","0"
"DeAndre Carter","LV","WR","1.5","1","0","0","0","0","0","0","0","0","1","1","5","0"
"Devin Singletary","HOU","RB","1.5","1","0","0","0","0","7","15","0","0","0","0","0","0"
"Alec Pierce","IND","WR","1.5","1","0","0","0","0","0","0","0","0","3","1","5","0"
"Derius Davis","LAC","WR","1.5","1","0","0","0","0","0","0","0","0","1","1","5","0"
"Isaiah Hodgins","NYG","WR","1.4","1","0","0","0","0","0","0","0","1","3","1","24","0"
"Joshua Palmer","LAC","WR","1.4","1","0","0","0","0","0","0","0","0","1","1","4","0"
"Isaiah Likely","BAL","TE","1.4","1","0","0","0","0","0","0","0","0","1","1","4","0"
"Michael Burton","DEN","RB","1.3","1","0","0","0","0","0","0","0","0","1","1","3","0"
"D'Andre Swift","PHI","RB","1.3","1","0","0","0","0","1","3","0","0","2","1","0","0"
"Tyler Conklin","NYJ","TE","1.2","1","0","0","0","0","0","0","0","0","1","1","2","0"
"Parris Campbell","NYG","WR","1.2","1","0","0","0","0","0","0","0","0","4","1","2","0"
"Giovanni Ricci","CAR","TE","1.2","1","0","0","0","0","0","0","0","0","1","1","2","0"
"Salvon Ahmed","MIA","RB","1.1","1","0","0","0","0","3","11","0","0","3","0","0","0"
"Zach Charbonnet","SEA","RB","1.1","1","0","0","0","0","3","11","0","0","0","0","0","0"
"Daniel Bellinger","NYG","TE","1.1","1","0","0","0","0","0","0","0","0","1","1","1","0"
"Elijah Mitchell","SF","RB","1","1","0","0","0","0","5","10","0","0","1","0","0","0"
"Kadarius Toney","KC","WR","1","1","0","0","0","0","1","-1","0","0","5","1","1","0"
"Joshua Dobbs","ARI","QB","1","1","21","132","0","0","3","-3","0","2","0","0","0","0"
"Antonio Gibson","WAS","RB","0.9","1","0","0","0","0","3","9","0","1","1","1","10","0"
"Marvin Jones Jr.","DET","WR","0.8","1","0","0","0","0","0","0","0","1","6","2","8","0"
"Chase Edmonds","TB","RB","0.8","1","0","0","0","0","2","8","0","0","0","0","0","0"
"Deuce Vaughn","DAL","RB","0.8","1","0","0","0","0","6","8","0","0","0","0","0","0"
"Trayveon Williams","CIN","RB","0.7","1","0","0","0","0","2","7","0","0","0","0","0","0"
"Chris Rodriguez Jr.","WAS","RB","0.7","1","0","0","0","0","3","7","0","0","0","0","0","0"
"Tony Jones Jr.","NO","RB","0.5","1","0","0","0","0","1","5","0","0","0","0","0","0"
"Taysom Hill","NO","QB","0.4","1","0","0","0","0","3","4","0","0","1","0","0","0"
"Skyy Moore","KC","WR","0.4","1","0","0","0","0","1","4","0","0","3","0","0","0"
"Jaleel McLaughlin","DEN","RB","0.3","1","0","0","0","0","0","0","0","0","1","1","-7","0"
"Tyrod Taylor","NYG","QB","0.2","1","2","6","0","0","0","0","0","0","0","0","0","0"
"Aaron Rodgers","NYJ","QB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcedes Lewis","CHI","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Slater","NE","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Hoyer","LV","QB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jimmy Graham","NO","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Taiwan Jones","NYG","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Randall Cobb","NYJ","WR","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Brandon Bolden","LV","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Marquise Goodwin","CLE","WR","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Kyle Juszczyk","SF","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Keith Smith","ATL","RB","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson Agholor","BAL","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Phillip Dorsett","DEN","WR","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Ameer Abdullah","LV","RB","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"Tyler Kroft","MIA","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamison Crowder","WAS","WR","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"MyCole Pruitt","ATL","TE","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
