"Name","Team","lineupSlot","points","GP","passingCompletions","passingYards","passingTouchdowns","passingInterceptions","rushingAttempts","rushingYards","rushingTouchdowns","fumbles","receivingTargets","receivingReceptions","receivingYards","receivingTouchdowns"
"Jake Ferguson","DAL","TE","12.6","12.6","1","0","0","0","0","0","0","0","0","7","4","26","1"
"Joe Mixon","CIN","RB","12.5","12.5","1","0","0","0","0","11","46","1","0","3","2","-1","0"
"Zay Flowers","BAL","WR","12.3","12.3","1","0","0","0","0","0","0","0","0","6","5","73","0"
"Dyami Brown","WAS","WR","12.1","12.1","1","0","0","0","0","0","0","0","0","2","2","41","1"
"Romeo Doubs","GB","WR","12.1","12.1","1","0","0","0","0","0","0","0","0","5","3","31","1"
"James Cook","BUF","RB","12","12","1","0","0","0","0","12","109","0","1","2","2","11","0"
"Jerome Ford","CLE","RB","11.9","11.9","1","0","0","0","0","17","107","0","0","1","1","2","0"
"David Njoku","CLE","TE","11.8","11.8","1","0","0","0","0","0","0","0","0","9","6","58","0"
"A.T. Perry","NO","WR","11.8","11.8","1","0","0","0","0","0","0","0","0","4","2","38","1"
"Dalton Schultz","HOU","TE","11.1","11.1","1","0","0","0","0","0","0","0","0","6","4","71","0"
"Odell Beckham Jr.","BAL","WR","11","11","1","0","0","0","0","0","0","0","0","2","1","40","1"
"Michael Mayer","LV","TE","10.9","10.9","1","0","0","0","0","0","0","0","0","5","3","19","1"
"Jordan Addison","MIN","WR","10.9","10.9","1","0","0","0","0","0","0","0","0","7","4","69","0"
"DJ Moore","CHI","WR","10.9","10.9","1","0","0","0","0","1","1","0","0","9","5","58","0"
"Ezekiel Elliott","NE","RB","10.8","10.8","1","0","0","0","0","13","54","0","0","2","2","34","0"
"Kyle Juszczyk","SF","RB","10.6","10.6","1","0","0","0","0","0","0","0","0","3","2","26","1"
"Ty Chandler","MIN","RB","10.5","10.5","1","0","0","0","0","15","45","1","0","0","0","0","0"
"Breece Hall","NYJ","RB","10.5","10.5","1","0","0","0","0","13","28","0","0","3","3","47","0"
"Brock Wright","DET","TE","10.3","10.3","1","0","0","0","0","0","0","0","0","3","2","23","1"
"Zach Charbonnet","SEA","RB","10.2","10.2","1","0","0","0","0","6","44","0","0","5","4","18","0"
"Adam Thielen","CAR","WR","10.2","10.2","1","0","0","0","0","0","0","0","0","10","6","42","0"
"Tyjae Spears","TEN","RB","10","10","1","0","0","0","0","5","18","0","0","5","4","42","0"
"Gus Edwards","BAL","RB","9.8","9.8","1","0","0","0","0","11","24","1","0","1","1","4","0"
"Taylor Heinicke","ATL","QB","9.6","9.6","1","8","55","1","0","4","34","0","0","0","0","0","0"
"Gabe Davis","BUF","WR","9.6","9.6","1","0","0","0","0","0","0","0","0","6","2","56","0"
"Cole Kmet","CHI","TE","9.6","9.6","1","0","0","0","0","1","1","0","0","7","5","45","0"
"Chris Godwin","TB","WR","9.4","9.4","1","0","0","0","0","0","0","0","0","6","4","54","0"
"Aaron Jones","GB","RB","9.4","9.4","1","0","0","0","0","13","35","0","0","6","4","19","0"
"Tanner Hudson","CIN","TE","9.3","9.3","1","0","0","0","0","0","0","0","0","7","6","33","0"
"Rondale Moore","ARI","WR","9.3","9.3","1","0","0","0","0","0","0","0","0","8","5","43","0"
"Jaxon Smith-Njigba","SEA","WR","9.3","9.3","1","0","0","0","0","0","0","0","0","5","4","53","0"
"Bryce Young","CAR","QB","9.2","9.2","1","21","185","0","0","3","18","0","0","0","0","0","0"
"Kareem Hunt","CLE","RB","9.2","9.2","1","0","0","0","0","10","32","1","0","0","0","0","0"
"AJ Dillon","GB","RB","9.1","9.1","1","0","0","0","0","9","70","0","0","3","1","11","0"
"Kyle Philips","TEN","WR","9.1","9.1","1","0","0","0","0","0","0","0","0","5","3","61","0"
"Logan Thomas","WAS","TE","9","9","1","0","0","0","0","0","0","0","0","5","5","40","0"
"Jameis Winston","NO","QB","8.9","8.9","1","13","122","2","2","0","0","0","0","0","0","0","0"
"Desmond Ridder","ATL","QB","8.7","8.7","1","4","39","0","0","3","11","1","0","0","0","0","0"
"Aidan O'Connell","LV","QB","8.4","8.4","1","16","153","1","1","2","3","0","0","0","0","0","0"
"Luke Musgrave","GB","TE","8.4","8.4","1","0","0","0","0","0","0","0","0","4","2","64","0"
"Dontayvion Wicks","GB","WR","8.1","8.1","1","0","0","0","0","0","0","0","0","4","3","51","0"
"Lawrence Cager","NYG","TE","8","8","1","0","0","0","0","0","0","0","0","2","1","10","1"
"Sam LaPorta","DET","TE","8","8","1","0","0","0","0","0","0","0","0","5","4","40","0"
"Jalen Brooks","DAL","WR","7.9","7.9","1","0","0","0","0","0","0","0","0","4","4","39","0"
"Tyson Bagent","CHI","QB","7.7","7.7","1","20","162","0","0","6","12","0","0","0","0","0","0"
"Brandon Powell","MIN","WR","7.5","7.5","1","0","0","0","0","0","0","0","0","5","4","35","0"
"George Pickens","PIT","WR","7.5","7.5","1","0","0","0","0","0","0","0","0","4","3","45","0"
"Rashid Shaheed","NO","WR","7.4","7.4","1","0","0","0","0","0","0","0","0","9","5","24","0"
"James Conner","ARI","RB","7.3","7.3","1","0","0","0","0","16","73","0","0","0","0","0","0"
"Samaje Perine","DEN","RB","7.3","7.3","1","0","0","0","0","1","8","0","0","3","3","35","0"
"Terry McLaurin","WAS","WR","7.3","7.3","1","0","0","0","0","0","0","0","0","8","4","33","0"
"Mac Jones","NE","QB","7.3","7.3","1","15","170","0","1","3","25","0","0","0","0","0","0"
"Sterling Shepard","NYG","WR","7.2","7.2","1","0","0","0","0","0","0","0","0","4","1","2","1"
"Scotty Miller","ATL","WR","7.2","7.2","1","0","0","0","0","0","0","0","0","1","1","2","1"
"Roschon Johnson","CHI","RB","7.2","7.2","1","0","0","0","0","5","18","0","0","6","4","14","0"
"Isaiah McKenzie","IND","WR","7.1","7.1","1","0","0","0","0","0","0","0","0","4","4","31","0"
"Saquon Barkley","NYG","RB","7.1","7.1","1","0","0","0","0","13","66","0","0","3","1","-5","0"
"Kenny Pickett","PIT","QB","6.6","6.6","1","14","126","0","0","4","16","0","0","0","0","0","0"
"Kalif Raymond","DET","WR","6.6","6.6","1","0","0","0","0","0","0","0","0","4","2","46","0"
"Drake London","ATL","WR","6.6","6.6","1","0","0","0","0","0","0","0","0","4","3","36","0"
"Jerry Jeudy","DEN","WR","6.5","6.5","1","0","0","0","0","0","0","0","0","3","3","35","0"
"Stefon Diggs","BUF","WR","6.4","6.4","1","0","0","0","0","0","0","0","0","5","3","34","0"
"Mark Andrews","BAL","TE","6.4","6.4","1","0","0","0","0","0","0","0","0","4","2","44","0"
"Travis Etienne Jr.","JAX","RB","6.4","6.4","1","0","0","0","0","9","35","0","0","4","2","9","0"
"Michael Wilson","ARI","WR","6.4","6.4","1","0","0","0","0","0","0","0","0","6","3","34","0"
"Connor Heyward","PIT","TE","6.2","6.2","1","0","0","0","0","0","0","0","0","4","3","32","0"
"Clayton Tune","ARI","QB","6.1","6.1","1","0","0","0","0","1","1","1","0","0","0","0","0"
"D'Ernest Johnson","JAX","RB","6","6","1","0","0","0","0","3","12","0","0","2","2","28","0"
"Kyle Pitts","ATL","TE","6","6","1","0","0","0","0","0","0","0","0","5","3","30","0"
"Josh Downs","IND","WR","6","6","1","0","0","0","0","0","0","0","0","3","2","40","0"
"Will Levis","TEN","QB","6","6","1","19","199","0","1","0","0","0","0","0","0","0","0"
"Chuba Hubbard","CAR","RB","5.9","5.9","1","0","0","0","0","9","23","0","0","2","2","16","0"
"DeAndre Hopkins","TEN","WR","5.7","5.7","1","0","0","0","0","0","0","0","0","8","3","27","0"
"Chigoziem Okonkwo","TEN","TE","5.7","5.7","1","0","0","0","0","0","0","0","0","6","3","27","0"
"Gardner Minshew","IND","QB","5.7","5.7","1","18","194","0","1","2","-1","0","0","0","0","0","0"
"Tony Pollard","DAL","RB","5.5","5.5","1","0","0","0","0","15","55","0","0","0","0","0","0"
"Mike Strachan","CAR","WR","5.5","5.5","1","0","0","0","0","0","0","0","0","2","1","45","0"
"Derek Carr","NO","QB","5.4","5.4","1","13","110","0","0","1","10","0","0","0","0","0","0"
"Daniel Bellinger","NYG","TE","5.4","5.4","1","0","0","0","0","0","0","0","0","3","2","34","0"
"Evan Engram","JAX","TE","5.2","5.2","1","0","0","0","0","0","0","0","0","7","4","12","0"
"Hunter Henry","NE","TE","5.1","5.1","1","0","0","0","0","0","0","0","0","5","3","21","0"
"Darius Slayton","NYG","WR","5.1","5.1","1","0","0","0","0","0","0","0","0","4","3","21","0"
"John Bates","WAS","TE","5.1","5.1","1","0","0","0","0","0","0","0","0","3","3","21","0"
"Jonathan Mingo","CAR","WR","5","5","1","0","0","0","0","0","0","0","0","7","3","20","0"
"Tyler Allgeier","ATL","RB","4.8","4.8","1","0","0","0","0","9","31","0","0","1","1","7","0"
"Tommy Tremble","CAR","TE","4.6","4.6","1","0","0","0","0","0","0","0","0","3","3","16","0"
"Rashod Bateman","BAL","WR","4.5","4.5","1","0","0","0","0","0","0","0","0","4","2","25","0"
"John Metchie III","HOU","WR","4.5","4.5","1","0","0","0","0","0","0","0","0","2","2","25","0"
"Alexander Mattison","MIN","RB","4.3","4.3","1","0","0","0","0","8","27","0","0","2","1","6","0"
"Jashaun Corbin","NYG","RB","4.3","4.3","1","0","0","0","0","1","1","0","0","3","3","12","0"
"Christian Watson","GB","WR","4.3","4.3","1","0","0","0","0","0","0","0","0","7","2","23","0"
"Mike Gesicki","NE","TE","4.2","4.2","1","0","0","0","0","0","0","0","0","3","2","22","0"
"Will Dissly","SEA","TE","4.2","4.2","1","0","0","0","0","0","0","0","0","2","2","22","0"
"Chris Moore","TEN","WR","4.1","4.1","1","0","0","0","0","0","0","0","0","4","2","21","0"
"Jakobi Meyers","LV","WR","4.1","4.1","1","0","0","0","0","0","0","0","0","2","2","21","0"
"Trey Palmer","TB","WR","4.1","4.1","1","0","0","0","0","0","0","0","0","4","2","21","0"
"Tyler Scott","CHI","WR","4.1","4.1","1","0","0","0","0","1","16","0","0","1","1","15","0"
"Cordarrelle Patterson","ATL","RB","4","4","1","0","0","0","0","3","13","0","0","2","2","7","0"
"Calvin Ridley","JAX","WR","4","4","1","0","0","0","0","0","0","0","0","3","2","20","0"
"Donald Parham Jr.","LAC","TE","3.8","3.8","1","0","0","0","0","0","0","0","0","2","2","18","0"
"Marquise Brown","ARI","WR","3.8","3.8","1","0","0","0","0","0","0","0","0","4","1","28","0"
"Jameson Williams","DET","WR","3.8","3.8","1","0","0","0","0","0","0","0","0","2","2","18","0"
"Tim Jones","JAX","WR","3.7","3.7","1","0","0","0","0","0","0","0","0","2","2","17","0"
"Josh Whyle","TEN","TE","3.6","3.6","1","0","0","0","0","0","0","0","0","5","2","16","0"
"Josh Reynolds","DET","WR","3.5","3.5","1","0","0","0","0","0","0","0","0","4","2","15","0"
"Adam Trautman","DEN","TE","3.5","3.5","1","0","0","0","0","0","0","0","0","2","2","15","0"
"Hayden Hurst","CAR","TE","3.4","3.4","1","0","0","0","0","0","0","0","0","4","2","14","0"
"Darnell Mooney","CHI","WR","3.4","3.4","1","0","0","0","0","0","0","0","0","4","2","14","0"
"Khalil Shakir","BUF","WR","3.4","3.4","1","0","0","0","0","0","0","0","0","2","1","24","0"
"Xavier Gipson","NYJ","WR","3.4","3.4","1","0","0","0","0","0","0","0","0","3","1","24","0"
"Geoff Swaim","ARI","TE","3.3","3.3","1","0","0","0","0","0","0","0","0","2","2","13","0"
"Jake Bobo","SEA","WR","3.3","3.3","1","0","0","0","0","0","0","0","0","2","2","13","0"
"Drew Sample","CIN","TE","3.2","3.2","1","0","0","0","0","0","0","0","0","3","2","12","0"
"Jaleel McLaughlin","DEN","RB","3.2","3.2","1","0","0","0","0","6","8","0","0","2","2","4","0"
"Alec Pierce","IND","WR","3.1","3.1","1","0","0","0","0","0","0","0","0","1","1","21","0"
"Derrick Henry","TEN","RB","3","3","1","0","0","0","0","11","24","0","0","1","1","-4","0"
"Miles Sanders","CAR","RB","3","3","1","0","0","0","0","2","-5","0","0","2","2","15","0"
"Ronnie Bell","SF","WR","3","3","1","0","0","0","0","0","0","0","0","1","1","20","0"
"Cade Otton","TB","TE","3","3","1","0","0","0","0","0","0","0","0","3","2","10","0"
"Johnny Mundt","MIN","TE","2.8","2.8","1","0","0","0","0","0","0","0","0","2","2","8","0"
"Allen Lazard","NYJ","WR","2.7","2.7","1","0","0","0","0","0","0","0","0","5","1","17","0"
"Diontae Johnson","PIT","WR","2.7","2.7","1","0","0","0","0","0","0","0","0","4","1","17","0"
"Derius Davis","LAC","WR","2.7","2.7","1","0","0","0","0","0","0","0","0","2","2","7","0"
"Dalvin Cook","NYJ","RB","2.6","2.6","1","0","0","0","0","4","26","0","0","1","0","0","0"
"Curtis Samuel","WAS","WR","2.6","2.6","1","0","0","0","0","0","0","0","0","6","2","6","0"
"Mike Boone","HOU","RB","2.6","2.6","1","0","0","0","0","0","0","0","0","3","2","6","0"
"Noah Fant","SEA","TE","2.6","2.6","1","0","0","0","0","0","0","0","0","3","2","6","0"
"Wan'Dale Robinson","NYG","WR","2.6","2.6","1","0","0","0","0","1","0","0","0","3","2","6","0"
"Jalen Nailor","MIN","WR","2.6","2.6","1","0","0","0","0","0","0","0","0","1","1","16","0"
"Robert Woods","HOU","WR","2.5","2.5","1","0","0","0","0","0","0","0","0","3","1","15","0"
"Lil'Jordan Humphrey","DEN","WR","2.4","2.4","1","0","0","0","0","0","0","0","0","1","1","14","0"
"Elijah Mitchell","SF","RB","2.3","2.3","1","0","0","0","0","8","23","0","0","0","0","0","0"
"Raheem Blackshear","CAR","RB","2.3","2.3","1","0","0","0","0","2","7","0","0","1","1","6","0"
"Lynn Bowden","NO","WR","2.2","2.2","1","0","0","0","0","0","0","0","0","1","1","12","0"
"Jalen Tolbert","DAL","WR","2.2","2.2","1","0","0","0","0","0","0","0","0","5","2","2","0"
"Trevor Lawrence","JAX","QB","2.1","2.1","1","17","185","0","2","2","7","0","1","0","0","0","0"
"Terrace Marshall Jr.","CAR","WR","2.1","2.1","1","0","0","0","0","0","0","0","0","3","1","11","0"
"Kayshon Boutte","NE","WR","2.1","2.1","1","0","0","0","0","0","0","0","0","1","1","11","0"
"Deven Thompkins","TB","WR","2.1","2.1","1","0","0","0","0","1","6","0","0","2","1","5","0"
"Jamaal Williams","NO","RB","2","2","1","0","0","0","0","4","7","0","0","1","1","3","0"
"Calvin Austin III","PIT","WR","1.9","1.9","1","0","0","0","0","1","6","0","0","1","1","3","0"
"Deuce Vaughn","DAL","RB","1.9","1.9","1","0","0","0","0","1","-2","0","0","1","1","11","0"
"Michael Thomas","NO","WR","1.9","1.9","1","0","0","0","0","0","0","0","0","2","1","9","0"
"JuJu Smith-Schuster","NE","WR","1.9","1.9","1","0","0","0","0","0","0","0","0","1","1","9","0"
"Nick Westbrook-Ikhine","TEN","WR","1.9","1.9","1","0","0","0","0","0","0","0","0","4","1","9","0"
"Jordan Akins","CLE","TE","1.8","1.8","1","0","0","0","0","0","0","0","0","1","1","8","0"
"Jauan Jennings","SF","WR","1.8","1.8","1","0","0","0","0","0","0","0","0","2","1","8","0"
"Austin Hooper","LV","TE","1.7","1.7","1","0","0","0","0","0","0","0","0","1","1","7","0"
"Chase Edmonds","TB","RB","1.7","1.7","1","0","0","0","0","4","9","0","0","1","1","-2","0"
"Byron Pringle","WAS","WR","1.7","1.7","1","0","0","0","0","0","0","0","0","2","1","7","0"
"Will Mallory","IND","TE","1.7","1.7","1","0","0","0","0","0","0","0","0","2","1","7","0"
"Xavier Hutchinson","HOU","WR","1.7","1.7","1","0","0","0","0","1","17","0","0","1","0","0","0"
"C.J. Uzomah","NYJ","TE","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Chris Manhertz","DEN","TE","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Irv Smith Jr.","CIN","TE","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Parris Campbell","NYG","WR","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Malik Taylor","NYJ","WR","1.6","1.6","1","0","0","0","0","0","0","0","0","2","1","6","0"
"Joshua Kelley","LAC","RB","1.6","1.6","1","0","0","0","0","5","16","0","0","0","0","0","0"
"Darnell Washington","PIT","TE","1.6","1.6","1","0","0","0","0","0","0","0","0","1","1","6","0"
"Tucker Kraft","GB","TE","1.6","1.6","1","0","0","0","0","0","0","0","0","3","1","6","0"
"DeAndre Carter","LV","WR","1.5","1.5","1","0","0","0","0","1","15","0","0","0","0","0","0"
"Hunter Renfrow","LV","WR","1.5","1.5","1","0","0","0","0","0","0","0","0","1","1","5","0"
"Harrison Bryant","CLE","TE","1.5","1.5","1","0","0","0","0","1","2","0","0","1","1","3","0"
"Kylen Granson","IND","TE","1.5","1.5","1","0","0","0","0","0","0","0","0","2","1","5","0"
"Isaiah Likely","BAL","TE","1.5","1.5","1","0","0","0","0","0","0","0","0","1","1","5","0"
"Ameer Abdullah","LV","RB","1.4","1.4","1","0","0","0","0","0","0","0","0","1","1","4","0"
"Equanimeous St. Brown","CHI","WR","1.4","1.4","1","0","0","0","0","0","0","0","0","1","1","4","0"
"Alex Armah","WAS","RB","1.3","1.3","1","0","0","0","0","0","0","0","0","1","1","3","0"
"Tony Jones Jr.","ARI","RB","1.3","1.3","1","0","0","0","0","1","13","0","0","0","0","0","0"
"Colby Parkinson","SEA","TE","1.3","1.3","1","0","0","0","0","0","0","0","0","1","1","3","0"
"Cooper Rush","DAL","QB","1.2","1.2","1","7","68","0","1","2","5","0","0","0","0","0","0"
"Trayveon Williams","CIN","RB","1.2","1.2","1","0","0","0","0","0","0","0","0","1","1","2","0"
"Juwan Johnson","NO","TE","1.2","1.2","1","0","0","0","0","0","0","0","0","3","1","2","0"
"Jonnu Smith","ATL","TE","1.1","1.1","1","0","0","0","0","0","0","0","0","2","1","1","0"
"Kene Nwangwu","MIN","RB","0.9","0.9","1","0","0","0","0","2","9","0","0","0","0","0","0"
"Tre Tucker","LV","WR","0.9","0.9","1","0","0","0","0","1","9","0","0","0","0","0","0"
"Justice Hill","BAL","RB","0.7","0.7","1","0","0","0","0","2","7","0","0","0","0","0","0"
"Taysom Hill","NO","QB","0.6","0.6","1","0","0","0","0","1","6","0","0","4","2","17","0"
"Darrynton Evans","CHI","RB","0.5","0.5","1","0","0","0","0","2","5","0","0","2","0","0","0"
"Zamir White","LV","RB","0.5","0.5","1","0","0","0","0","1","5","0","0","0","0","0","0"
"Tank Bigsby","JAX","RB","0.5","0.5","1","0","0","0","0","3","5","0","0","1","0","0","0"
"Matt Breida","NYG","RB","0.3","0.3","1","0","0","0","0","1","3","0","0","0","0","0","0"
"C.J. Beathard","JAX","QB","0.2","0.2","1","1","5","0","0","0","0","0","0","0","0","0","0"
"Ty Johnson","BUF","RB","0.2","0.2","1","0","0","0","0","1","2","0","0","0","0","0","0"
"Zack Moss","IND","RB","0.2","0.2","1","0","0","0","0","1","2","0","0","0","0","0","0"
"Keaontay Ingram","ARI","RB","0.2","0.2","1","0","0","0","0","2","2","0","0","0","0","0","0"
"Marcedes Lewis","CHI","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Matthew Slater","NE","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Bolden","LV","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Matthews","CAR","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Willie Snead IV","SF","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Allen Robinson II","PIT","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Keith Smith","ATL","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Nelson Agholor","BAL","WR","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0"
"Ty Montgomery II","NE","WR","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamison Crowder","WAS","WR","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"MyCole Pruitt","ATL","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Burton","DEN","RB","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Vannett","LAC","TE","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
